orthogroup	Ceratotherium simum	Diceros bicornis	Equus asinus	Equus quagga	Equus caballus	Canis lupus	Bos taurus
LOC101399158_	LOC101399158_	ZNF667_	ZNF667_	ZNF667_	ZNF667_	ZNF667_	ZNF667_
LOC101399422_	LOC101399422_	ZNF583_	ZNF583_	ZNF583_	ZNF583_	ZNF583_	ZNF583_
LOC101400386_	LOC101400386_	ZFP28_	LOC139042236_	ZFP28_	LOC138915962_	ZFP28_	ZFP28_
LOC106803307_	LOC106803307_	SMIM17_	SMIM17_	SMIM17_	SMIM17_	SMIM17_	SMIM17_
LOC101398712_	LOC101398712_	ZNF835_	ZNF835_	ZNF835_	ZNF835_	ZNF835_	ZNF835_
LOC101400643_	LOC101400643_	LOC131397482_	LOC106847375_	LOC124249974_	OR6Z10_	LOC112644952_	LOC617592_
LOC101402389_	LOC101402389_	ZIM2_	ZIM2_	ZIM2_	ZIM2_	ZIM2_	ZIM2_
LOC101398216_	LOC101398216_	PEG3_	PEG3_	PEG3_	PEG3_	PEG3_	PEG3_
LOC101399849_	LOC101399849_	AURKC_	AURKC_	LOC124233158_	AURKC_	AURKC_	AURKC_
LOC101403442_	LOC101403442_	ZNF304_	ZNF304_	LOC124232486_	ZNF304_	ZNF304_	ZNF304_
LOC101401434_	LOC101401434_	ZNF772_	ZNF772_	LOC124249894_	ZNF772_	ZNF772_	ZNF772_
LOC101389156_	LOC101389156_	LOC131397527_	LOC106846673_	LOC124249668_	LOC111775466_	LOC112643341_	LOC100138449_
LOC101403174_	LOC101403174_	LOC131397525_	LOC106846667_	LOC124249666_	LOC100062322_	LOC112644924_	LOC104968476_
LOC101394007_	LOC101394007_	LOC131397540_	LOC123281108_	LOC124249659_	LOC100062745_	LOC112643321_	ZNF154_
LOC101404232_	LOC101404232_	ZNF606_	ZNF606_	ZNF606_	ZNF606_	ZNF606_	C18H19orf18_
LOC101405012_	LOC101405012_	ZNF135_	ZNF135_	ZNF135_	ZNF135_	ZNF135_	ZNF135_
LOC101396839_	LOC101396839_	LOC131397556_	LOC106846671_	ZNF329_	ZNF329_	ZNF329_	ZNF329_
LOC101397105_	LOC101397105_	ZNF274_	ZNF274_	ZNF274_	ZNF274_	ZNF274_	ZNF274_
LOC101404751_	LOC101404751_	ZNF8_	ZNF8_	ZNF8_	ZNF8_	ZNF8_	ZNF8_
LOC101397873_	LOC101397873_	A1BG_	A1BG_	A1BG_	A1BG_	A1BG_	A1BG_
LOC101405542_	LOC101405542_	RPS5_	RPS5_	RPS5_	RPS5_	LOC112664291_	RPS5_
LOC101398634_	LOC101398634_	ZNF584_	ZNF584_	ZNF584_	ZNF584_	ZNF584_	ZNF584_
LOC101398898_	LOC101398898_	LOC131397547_	ZNF132_	ZNF132_	ZNF132_	ZNF132_	ZNF132_
LOC101406340_	LOC101406340_	ZNF324_	ZNF324_	LOC124249767_	ZNF324_	LOC112643336_	ZNF324_
LOC101399423_	LOC101399423_	ZNF446_	ZNF446_	ZNF446_	ZNF446_	ZNF446_	ZNF446_
LOC101406070_	LOC101406070_	SLC27A5_	SLC27A5_	LOC124249760_	SLC27A5_	SLC27A5_	SLC27A5_
LOC101399683_	LOC101399683_	TRIM28_	TRIM28_	TRIM28_	TRIM28_	TRIM28_	TRIM28_
LOC101406588_	LOC101406588_	CHMP2A_	CHMP2A_	CHMP2A_	CHMP2A_	CHMP2A_	CHMP2A_
LOC101407006_	LOC101407006_	UBE2M_	UBE2M_	UBE2M_	UBE2M_	UBE2M_	UBE2M_
LOC101405801_	LOC101405801_	MZF1_	MZF1_	MZF1_	MZF1_	MZF1_	MZF1_
LOC101399940_	LOC101399940_	LOC131397575_	LOC106846661_	LOC124249766_	LOC102148457_	LOC112643332_	LOC101903385_
LOC101395712_	LOC101395712_	LOC131392818_	LOC106825213_	LOC124243288_	LOC102149580_	LOC118349952_	LOC100335205_
LOC101400199_	LOC101400199_	STARD3NL_	STARD3NL_	STARD3NL_	STARD3NL_	STARD3NL_	STARD3NL_
LOC101400474_	LOC101400474_	EPDR1_	EPDR1_	EPDR1_	EPDR1_	EPDR1_	EPDR1_
LOC101400736_	LOC101400736_	SFRP4_	SFRP4_	SFRP4_	SFRP4_	SFRP4_	SFRP4_
LOC101397537_	LOC101397537_	NME8_	NME8_	NME8_	NME8_	NME8_	NME8_
LOC101401179_	LOC101401179_	PNPLA8_	PNPLA8_	PNPLA8_	PNPLA8_	PNPLA8_	PNPLA8_
LOC101401778_	LOC101401778_	NRCAM_	NRCAM_	NRCAM_	NRCAM_	NRCAM_	NRCAM_
LOC101402999_	LOC101402999_	LAMB1_	LAMB1_	LAMB1_	LAMB1_	LAMB1_	LAMB1_
LOC101403443_	LOC101403443_	DLD_	DLD_	DLD_	DLD_	DLD_	DLD_
LOC101403706_	LOC101403706_	SLC26A3_	SLC26A3_	SLC26A3_	SLC26A3_	SLC26A3_	SLC26A3_
LOC101403967_	LOC101403967_	CBLL1_	CBLL1_	CBLL1_	CBLL1_	CBLL1_	CBLL1_
LOC101404234_	LOC101404234_	SLC26A4_	SLC26A4_	SLC26A4_	SLC26A4_	SLC26A4_	SLC26A4_
LOC101404754_	LOC101404754_	DUS4L_	DUS4L_	LOC124243915_	DUS4L_	DUS4L_	DUS4L_
LOC101397798_	LOC101397798_	COG5_	COG5_	COG5_	COG5_	COG5_	COG5_
LOC101405634_	LOC101405634_	GPR22_	GPR22_	GPR22_	GPR22_	GPR22_	GPR22_
LOC101405015_	LOC101405015_	HBP1_	HBP1_	HBP1_	HBP1_	HBP1_	HBP1_
LOC101406072_	LOC101406072_	PRKAR2B_	PRKAR2B_	PRKAR2B_	PRKAR2B_	PRKAR2B_	PRKAR2B_
LOC101406342_	LOC101406342_	PIK3CG_	PIK3CG_	PIK3CG_	PIK3CG_	PIK3CG_	PIK3CG_
LOC101406745_	LOC101406745_	NAMPT_	NAMPT_	NAMPT_	NAMPT_	NAMPT_	NAMPT_
LOC101398056_	LOC101398056_	SYPL1_	SYPL1_	SYPL1_	SYPL1_	SYPL1_	SYPL1_
LOC101398311_	LOC101398311_	CDHR3_	CDHR3_	CDHR3_	CDHR3_	CDHR3_	CDHR3_
LOC101407448_	LOC101407448_	ATXN7L1_	ATXN7L1_	ATXN7L1_	ATXN7L1_	ATXN7L1_	ATXN7L1_
LOC101408503_	LOC101408503_	EFCAB10_	EFCAB10_	EFCAB10_	EFCAB10_	EFCAB10_	EFCAB10_
LOC101408243_	LOC101408243_	RINT1_	RINT1_	RINT1_	RINT1_	RINT1_	RINT1_
LOC101408764_	LOC101408764_	PUS7_	PUS7_	PUS7_	PUS7_	PUS7_	PUS7_
LOC101409019_	LOC101409019_	SRPK2_	SRPK2_	SRPK2_	SRPK2_	SRPK2_	SRPK2_
LOC101387172_	LOC101387172_	KMT2E_	KMT2E_	KMT2E_	KMT2E_	KMT2E_	KMT2E_
LOC101388277_	LOC101388277_	ORC5_	ORC5_	ORC5_	ORC5_	ORC5_	ORC5_
LOC101388525_	LOC101388525_	RELN_	RELN_	RELN_	RELN_	RELN_	RELN_
LOC101388968_	LOC101388968_	SLC26A5_	SLC26A5_	SLC26A5_	SLC26A5_	SLC26A5_	SLC26A5_
LOC101389406_	LOC101389406_	PSMC2_	PSMC2_	PSMC2_	PSMC2_	PSMC2_	PSMC2_
LOC101389648_	LOC101389648_	DNAJC2_	DNAJC2_	DNAJC2_	DNAJC2_	DNAJC2_	DNAJC2_
LOC101398553_	LOC101398553_	PMPCB_	PMPCB_	PMPCB_	PMPCB_	PMPCB_	PMPCB_
LOC101390096_	LOC101390096_	NAPEPLD_	NAPEPLD_	NAPEPLD_	NAPEPLD_	NAPEPLD_	NAPEPLD_
LOC101398811_	LOC101398811_	ARMC10_	ARMC10_	ARMC10_	ARMC10_	ARMC10_	ARMC10_
LOC101399075_	LOC101399075_	FBXL13_	FBXL13_	FBXL13_	FBXL13_	FBXL13_	FBXL13_
LOC101390356_	LOC101390356_	LRRC17_	LRRC17_	LRRC17_	LRRC17_	LRRC17_	LRRC17_
LOC101399332_	LOC101399332_	FAM185A_	FAM185A_	FAM185A_	FAM185A_	FAM185A_	FAM185A_
LOC101390605_	LOC101390605_	CCDC146_	CCDC146_	CCDC146_	CCDC146_	CCDC146_	CCDC146_
LOC101390863_	LOC101390863_	FGL2_	FGL2_	FGL2_	FGL2_	FGL2_	FGL2_
LOC101391109_	LOC101391109_	GSAP_	GSAP_	GSAP_	GSAP_	LOC112661310_	GSAP_
LOC101391357_	LOC101391357_	PTPN12_	PTPN12_	PTPN12_	PTPN12_	PTPN12_	PTPN12_
LOC101399597_	LOC101399597_	RSBN1L_	RSBN1L_	RSBN1L_	RSBN1L_	RSBN1L_	RSBN1L_
LOC101392205_	LOC101392205_	PHTF2_	PHTF2_	PHTF2_	PHTF2_	PHTF2_	PHTF2_
LOC101399852_	LOC101399852_	MAGI2_	MAGI2_	MAGI2_	MAGI2_	MAGI2_	MAGI2_
LOC101392831_	LOC101392831_	GNAI1_	GNAI1_	GNAI1_	GNAI1_	GNAI1_	GNAI1_
LOC101393244_	LOC101393244_	GNAT3_	GNAT3_	GNAT3_	GNAT3_	GNAT3_	GNAT3_
LOC101393487_	LOC101393487_	CD36_	CD36_	CD36_	CD36_	CD36_	CD36_
LOC101393926_	LOC101393926_	SEMA3C_	SEMA3C_	SEMA3C_	SEMA3C_	SEMA3C_	SEMA3C_
LOC101400645_	LOC101400645_	LOC131393490_	LOC106827773_	LOC124244573_	LOC138917732_	LOC112665346_	OR2L2_
LOC101400910_	LOC101400910_	LOC131421718_	LOC106827772_	LOC124244220_	LOC100147198_	LOC112665341_	OR2T22_
LOC101401438_	LOC101401438_	LOC131422842_	LOC123289174_	LOC124236775_	OR2AJ15_	LOC112665349_	OR2AJ9_
LOC101395796_	LOC101395796_	LCMT1_	LCMT1_	LCMT1_	LCMT1_	LCMT1_	LCMT1_
LOC101401700_	LOC101401700_	AQP8_	AQP8_	AQP8_	AQP8_	AQP8_	AQP8_
LOC101401967_	LOC101401967_	ZKSCAN2_	ZKSCAN2_	ZKSCAN2_	ZKSCAN2_	ZKSCAN2_	ZKSCAN2_
LOC101396052_	LOC101396052_	HS3ST4_	HS3ST4_	HS3ST4_	HS3ST4_	HS3ST4_	HS3ST4_
LOC101402222_	LOC101402222_	KDM8_	KDM8_	KDM8_	KDM8_	KDM8_	KDM8_
LOC101402479_	LOC101402479_	NSMCE1_	NSMCE1_	NSMCE1_	NSMCE1_	NSMCE1_	NSMCE1_
LOC101402739_	LOC101402739_	IL4R_	IL4R_	IL4R_	IL4R_	IL4R_	IL4R_
LOC101403000_	LOC101403000_	IL21R_	IL21R_	IL21R_	IL21R_	IL21R_	IL21R_
LOC101396841_	LOC101396841_	GTF3C1_	GTF3C1_	GTF3C1_	GTF3C1_	GTF3C1_	GTF3C1_
LOC101397107_	LOC101397107_	KATNIP_	KATNIP_	KATNIP_	KATNIP_	KATNIP_	KATNIP_
LOC101403259_	LOC101403259_	GSG1L_	GSG1L_	GSG1L_	GSG1L_	GSG1L_	GSG1L_
LOC101403525_	LOC101403525_	XPO6_	XPO6_	XPO6_	XPO6_	XPO6_	XPO6_
LOC101397614_	LOC101397614_	SBK1_	SBK1_	SBK1_	SBK1_	SBK1_	SBK1_
LOC101397874_	LOC101397874_	LAT_	LAT_	LAT_	LAT_	LAT_	LAT_
LOC101403791_	LOC101403791_	SPNS1_	SPNS1_	SPNS1_	SPNS1_	SPNS1_	SPNS1_
LOC101404592_	LOC101404592_	NFATC2IP_	NFATC2IP_	NFATC2IP_	NFATC2IP_	LOC112640023_	NFATC2IP_
LOC101404848_	LOC101404848_	CD19_	CD19_	CD19_	CD19_	CD19_	CD19_
LOC101405106_	LOC101405106_	RABEP2_	RABEP2_	RABEP2_	RABEP2_	RABEP2_	RABEP2_
LOC101405545_	LOC101405545_	ATP2A1_	ATP2A1_	ATP2A1_	ATP2A1_	ATP2A1_	ATP2A1_
LOC101405973_	LOC101405973_	SH2B1_	SH2B1_	SH2B1_	SH2B1_	SH2B1_	SH2B1_
LOC101406590_	LOC101406590_	TUFM_	TUFM_	TUFM_	TUFM_	TUFM_	TUFM_
LOC101406841_	LOC101406841_	ATXN2L_	ATXN2L_	ATXN2L_	ATXN2L_	ATXN2L_	ATXN2L_
LOC101408591_	LOC101408591_	CLN3_	CLN3_	CLN3_	CLN3_	CLN3_	CLN3_
LOC101398141_	LOC101398141_	APOBR_	APOBR_	APOBR_	APOBR_	APOBR_	APOBR_
LOC101387414_	LOC101387414_	IL27_	IL27_	IL27_	IL27_	IL27_	IL27_
LOC101387677_	LOC101387677_	NUPR1_	NUPR1_	NUPR1_	NUPR1_	NUPR1_	NUPR1_
LOC101398388_	LOC101398388_	SGF29_	SGF29_	SGF29_	SGF29_	SGF29_	SGF29_
LOC101387937_	LOC101387937_	CORO1A_	CORO1A_	CORO1A_	CORO1A_	CORO1A_	CORO1A_
LOC101399162_	LOC101399162_	MAPK3_	MAPK3_	MAPK3_	MAPK3_	MAPK3_	MAPK3_
LOC101388361_	LOC101388361_	GDPD3_	GDPD3_	GDPD3_	GDPD3_	GDPD3_	GDPD3_
LOC101388616_	LOC101388616_	YPEL3_	YPEL3_	YPEL3_	YPEL3_	YPEL3_	YPEL3_
LOC101389057_	LOC101389057_	TBX6_	TBX6_	TBX6_	TBX6_	TBX6_	TBX6_
LOC101389310_	LOC101389310_	PPP4C_	PPP4C_	PPP4C_	PPP4C_	PPP4C_	PPP4C_
LOC101389557_	LOC101389557_	ALDOA_	ALDOA_	ALDOA_	ALDOA_	ALDOA_	ALDOA_
LOC101390358_	LOC101390358_	TLCD3B_	TLCD3B_	TLCD3B_	TLCD3B_	TLCD3B_	TLCD3B_
LOC101390607_	LOC101390607_	DOC2A_	DOC2A_	DOC2A_	DOC2A_	DOC2A_	DOC2A_
LOC101390865_	LOC101390865_	INO80E_	INO80E_	INO80E_	INO80E_	INO80E_	INO80E_
LOC101391111_	LOC101391111_	HIRIP3_	HIRIP3_	HIRIP3_	HIRIP3_	HIRIP3_	HIRIP3_
LOC101391359_	LOC101391359_	TAOK2_	TAOK2_	TAOK2_	TAOK2_	TAOK2_	TAOK2_
LOC101391950_	LOC101391950_	TMEM219_	TMEM219_	TMEM219_	TMEM219_	TMEM219_	TMEM219_
LOC101392575_	LOC101392575_	KCTD13_	KCTD13_	KCTD13_	KCTD13_	KCTD13_	KCTD13_
LOC101392832_	LOC101392832_	ASPHD1_	ASPHD1_	ASPHD1_	ASPHD1_	ASPHD1_	ASPHD1_
LOC101393245_	LOC101393245_	SEZ6L2_	SEZ6L2_	SEZ6L2_	SEZ6L2_	SEZ6L2_	SEZ6L2_
LOC101394503_	LOC101394503_	CDIPT_	CDIPT_	CDIPT_	CDIPT_	CDIPT_	CDIPT_
LOC101394760_	LOC101394760_	MVP_	MVP_	MVP_	MVP_	LOC112640072_	MVP_
LOC101395017_	LOC101395017_	PAGR1_	PAGR1_	PAGR1_	PAGR1_	PAGR1_	PAGR1_
LOC101395275_	LOC101395275_	PRRT2_	PRRT2_	PRRT2_	PRRT2_	PRRT2_	PRRT2_
LOC106803361_	LOC106803361_	MAZ_	MAZ_	MAZ_	MAZ_	MAZ_	MAZ_
LOC101399685_	LOC101399685_	KIF22_	KIF22_	KIF22_	KIF22_	KIF22_	KIF22_
LOC101395535_	LOC101395535_	ZG16_	ZG16_	ZG16_	ZG16_	ZG16_	ZG16_
LOC101395795_	LOC101395795_	C26H16orf54_	C14H16orf54_	C7H16orf54_	C13H16orf54_	C6H16orf54_	C25H16orf54_
LOC101396051_	LOC101396051_	QPRT_	QPRT_	QPRT_	QPRT_	QPRT_	QPRT_
LOC101396316_	LOC101396316_	CD2BP2_	CD2BP2_	CD2BP2_	CD2BP2_	CD2BP2_	CD2BP2_
LOC101400203_	LOC101400203_	TBC1D10B_	TBC1D10B_	TBC1D10B_	TBC1D10B_	TBC1D10B_	TBC1D10B_
LOC101396578_	LOC101396578_	MYL11_	MYL11_	MYL11_	MYL11_	MYL11_	MYL11_
LOC101397106_	LOC101397106_	SEPTIN1_	SEPTIN1_	SEPTIN1_	SEPTIN1_	SEPTIN1_	SEPTIN1_
LOC101396840_	LOC101396840_	ZNF48_	ZNF48_	ZNF48_	ZNF48_	ZNF48_	ZNF48_
LOC101397362_	LOC101397362_	ZNF771_	ZNF771_	ZNF771_	ZNF771_	ZNF771_	ZNF771_
LOC101397799_	LOC101397799_	DCTPP1_	DCTPP1_	DCTPP1_	DCTPP1_	DCTPP1_	DCTPP1_
LOC101398057_	LOC101398057_	SEPHS2_	SEPHS2_	SEPHS2_	SEPHS2_	SEPHS2_	SEPHS2_
LOC101400477_	LOC101400477_	ITGAL_	ITGAL_	ITGAL_	ITGAL_	ITGAL_	ITGAL_
LOC106803346_	LOC106803346_	ZNF768_	ZNF768_	LOC124242006_	ZNF768_	ZNF768_	ZNF768_
LOC101398312_	LOC101398312_	LOC131422405_	LOC139040184_	ZNF688_	LOC138917131_	LOC125755262_	ZNF688_
LOC101398813_	LOC101398813_	ZNF689_	ZNF689_	ZNF689_	ZNF689_	ZNF689_	ZNF689_
LOC101399076_	LOC101399076_	PRR14_	PRR14_	PRR14_	PRR14_	PRR14_	PRR14_
LOC101399766_	LOC101399766_	SRCAP_	SRCAP_	SRCAP_	SRCAP_	LOC112640107_	SRCAP_
LOC101400287_	LOC101400287_	LOC131422399_	PHKG2_	PHKG2_	PHKG2_	PHKG2_	PHKG2_
LOC101400553_	LOC101400553_	CFAP119_	CFAP119_	CFAP119_	CFAP119_	CFAP119_	CFAP119_
LOC101400996_	LOC101400996_	RNF40_	RNF40_	RNF40_	RNF40_	RNF40_	RNF40_
LOC101401439_	LOC101401439_	ZNF629_	ZNF629_	ZNF629_	ZNF629_	ZNF629_	ZNF629_
LOC101401702_	LOC101401702_	BCL7C_	BCL7C_	BCL7C_	BCL7C_	BCL7C_	BCL7C_
LOC101402555_	LOC101402555_	LOC131422393_	LOC106831902_	LOC124242918_	LOC100065061_	LOC112679039_	CTF2_
LOC101402129_	LOC101402129_	FBXL19_	FBXL19_	FBXL19_	FBXL19_	FBXL19_	FBXL19_
LOC101402825_	LOC101402825_	ORAI3_	ORAI3_	ORAI3_	ORAI3_	ORAI3_	ORAI3_
LOC101403091_	LOC101403091_	SETD1A_	SETD1A_	SETD1A_	SETD1A_	SETD1A_	SETD1A_
LOC101403350_	LOC101403350_	HSD3B7_	HSD3B7_	HSD3B7_	HSD3B7_	HSD3B7_	HSD3B7_
LOC101403610_	LOC101403610_	STX1B_	STX1B_	STX1B_	STX1B_	STX1B_	STX1B_
LOC101403869_	LOC101403869_	STX4_	STX4_	STX4_	STX4_	STX4_	STX4_
LOC101404130_	LOC101404130_	ZNF668_	ZNF668_	ZNF668_	ZNF668_	ZNF668_	ZNF668_
LOC101404395_	LOC101404395_	ZNF646_	ZNF646_	ZNF646_	ZNF646_	ZNF646_	ZNF646_
LOC101401779_	LOC101401779_	PRSS53_	PRSS53_	PRSS53_	PRSS53_	PRSS53_	PRSS53_
LOC101404665_	LOC101404665_	VKORC1_	VKORC1_	VKORC1_	VKORC1_	VKORC1_	VKORC1_
LOC101405107_	LOC101405107_	BCKDK_	BCKDK_	BCKDK_	BCKDK_	BCKDK_	BCKDK_
LOC101405547_	LOC101405547_	KAT8_	KAT8_	KAT8_	KAT8_	KAT8_	KAT8_
LOC101402046_	LOC101402046_	PRSS8_	PRSS8_	PRSS8_	PRSS8_	PRSS8_	PRSS8_
LOC101405805_	LOC101405805_	PRSS36_	PRSS36_	PRSS36_	PRSS36_	PRSS36_	PRSS36_
LOC101406235_	LOC101406235_	FUS_	FUS_	FUS_	FUS_	FUS_	FUS_
LOC101406486_	LOC101406486_	LOC131422373_	LOC106831881_	LOC124242192_	PYCARD_	PYCARD_	PYCARD_
LOC101406930_	LOC101406930_	TRIM72_	TRIM72_	TRIM72_	TRIM72_	TRIM72_	TRIM72_
LOC101402304_	LOC101402304_	ITGAM_	ITGAM_	ITGAM_	ITGAM_	ITGAM_	ITGAM_
LOC101407198_	LOC101407198_	LOC131422369_	LOC106831870_	ITGAX_	ITGAX_	LOC112640143_	LOC101904063_
LOC101407449_	LOC101407449_	LOC131422945_	COX6A2_	LOC124242812_	COX6A2_	LOC112640146_	COX6A2_
LOC101407726_	LOC101407726_	ARMC5_	ARMC5_	ARMC5_	ARMC5_	ARMC5_	ARMC5_
LOC101407985_	LOC101407985_	TGFB1I1_	TGFB1I1_	TGFB1I1_	TGFB1I1_	TGFB1I1_	TGFB1I1_
LOC101408244_	LOC101408244_	SLC5A2_	SLC5A2_	SLC5A2_	SLC5A2_	SLC5A2_	SLC5A2_
LOC101408504_	LOC101408504_	RUSF1_	RUSF1_	RUSF1_	RUSF1_	RUSF1_	RUSF1_
LOC101409020_	LOC101409020_	LOC131422358_	SEPTIN14_	SEPTIN14_	SEPTIN14_	SEPTIN14_	SEPTIN14_
LOC101403092_	LOC101403092_	ZNF713_	ZNF713_	ZNF713_	ZNF713_	ZNF713_	ZNF713_
LOC101387415_	LOC101387415_	NIPSNAP2_	NIPSNAP2_	NIPSNAP2_	NIPSNAP2_	NIPSNAP2_	NIPSNAP2_
LOC101389486_	LOC101389486_	PSPH_	PSPH_	PSPH_	PSPH_	PSPH_	PSPH_
LOC101387840_	LOC101387840_	CCT6A_	CCT6A_	CCT6A_	CCT6A_	CCT6A_	CCT6A_
LOC101389236_	LOC101389236_	SUMF2_	SUMF2_	SUMF2_	SUMF2_	SUMF2_	SUMF2_
LOC101388617_	LOC101388617_	PHKG1_	PHKG1_	PHKG1_	PHKG1_	PHKG1_	PHKG1_
LOC101390359_	LOC101390359_	CHCHD2_	CHCHD2_	CHCHD2_	CHCHD2_	CHCHD2_	CHCHD2_
LOC101390098_	LOC101390098_	NUPR2_	NUPR2_	NUPR2_	NUPR2_	NUPR2_	NUPR2_
LOC101390608_	LOC101390608_	VKORC1L1_	VKORC1L1_	VKORC1L1_	VKORC1L1_	VKORC1L1_	VKORC1L1_
LOC101390866_	LOC101390866_	GUSB_	GUSB_	GUSB_	GUSB_	GUSB_	GUSB_
LOC101391360_	LOC101391360_	ASL_	ASL_	ASL_	ASL_	ASL_	ASL_
LOC101391614_	LOC101391614_	CRCP_	CRCP_	CRCP_	CRCP_	LOC112646087_	CRCP_
LOC101392036_	LOC101392036_	TPST1_	TPST1_	TPST1_	TPST1_	TPST1_	TPST1_
LOC101392722_	LOC101392722_	LOC131422340_	RABGEF1_	RABGEF1_	RABGEF1_	LOC112646092_	RABGEF1_
LOC101392987_	LOC101392987_	TMEM248_	TMEM248_	TMEM248_	TMEM248_	TMEM248_	TMEM248_
LOC101393246_	LOC101393246_	SBDS_	SBDS_	SBDS_	SBDS_	SBDS_	SBDS_
LOC101393488_	LOC101393488_	LOC131422336_	LOC106831846_	LOC124242811_	LOC100062082_	LOC112643346_	TYW1_
LOC101393750_	LOC101393750_	CALN1_	CALN1_	CALN1_	CALN1_	CALN1_	CALN1_
LOC101394336_	LOC101394336_	GALNT17_	GALNT17_	GALNT17_	GALNT17_	GALNT17_	GALNT17_
LOC101394860_	LOC101394860_	AUTS2_	AUTS2_	AUTS2_	AUTS2_	AUTS2_	AUTS2_
LOC101395276_	LOC101395276_	CASTOR2_	CASTOR2_	CASTOR2_	CASTOR2_	CASTOR2_	CASTOR2_
LOC101403351_	LOC101403351_	TLR5_	TLR5_	TLR5_	TLR5_	TLR5_	TLR5_
LOC101396237_	LOC101396237_	CCDC185_	CCDC185_	CCDC185_	CCDC185_	CCDC185_	CCDC185_
LOC101403870_	LOC101403870_	CAPN8_	CAPN8_	CAPN8_	CAPN8_	LOC112648850_	CAPN8_
LOC101404131_	LOC101404131_	CAPN2_	CAPN2_	CAPN2_	CAPN2_	CAPN2_	CAPN2_
LOC101404396_	LOC101404396_	TP53BP2_	TP53BP2_	TP53BP2_	TP53BP2_	TP53BP2_	TP53BP2_
LOC101404666_	LOC101404666_	FBXO28_	FBXO28_	FBXO28_	FBXO28_	FBXO28_	FBXO28_
LOC101405108_	LOC101405108_	DEGS1_	DEGS1_	DEGS1_	DEGS1_	DEGS1_	DEGS1_
LOC101397015_	LOC101397015_	NVL_	NVL_	NVL_	NVL_	NVL_	NVL_
LOC101405366_	LOC101405366_	CNIH4_	CNIH4_	CNIH4_	CNIH4_	CNIH4_	CNIH4_
LOC101405974_	LOC101405974_	WDR26_	WDR26_	WDR26_	WDR26_	WDR26_	WDR26_
LOC101397286_	LOC101397286_	DNAH14_	DNAH14_	DNAH14_	DNAH14_	DNAH14_	DNAH14_
LOC101406675_	LOC101406675_	LBR_	LBR_	LBR_	LBR_	LBR_	LBR_
LOC101397538_	LOC101397538_	ENAH_	ENAH_	ENAH_	ENAH_	ENAH_	ENAH_
LOC101406932_	LOC101406932_	SRP9_	SRP9_	SRP9_	SRP9_	SRP9_	SRP9_
LOC101397800_	LOC101397800_	EPHX1_	EPHX1_	EPHX1_	EPHX1_	EPHX1_	EPHX1_
LOC101407199_	LOC101407199_	TMEM63A_	TMEM63A_	TMEM63A_	TMEM63A_	TMEM63A_	TMEM63A_
LOC101407450_	LOC101407450_	LEFTY2_	LOC106844730_	LOC124248989_	LEFTY2_	LOC112648818_	LOC100336971_
LOC101407727_	LOC101407727_	SDE2_	SDE2_	SDE2_	SDE2_	SDE2_	SDE2_
LOC101407986_	LOC101407986_	LOC131399403_	H3-3A_	LOC124248846_	H3-3A_	LOC112672812_	H3-3B_
LOC101408505_	LOC101408505_	ACBD3_	ACBD3_	ACBD3_	ACBD3_	ACBD3_	ACBD3_
LOC101409021_	LOC101409021_	LIN9_	LIN9_	LIN9_	LIN9_	LIN9_	LIN9_
LOC101387174_	LOC101387174_	PARP1_	PARP1_	PARP1_	PARP1_	PARP1_	PARP1_
LOC101387416_	LOC101387416_	STUM_	STUM_	STUM_	STUM_	STUM_	STUM_
LOC101387678_	LOC101387678_	ITPKB_	ITPKB_	ITPKB_	ITPKB_	ITPKB_	ITPKB_
LOC101387938_	LOC101387938_	PSEN2_	PSEN2_	PSEN2_	PSEN2_	PSEN2_	PSEN2_
LOC101388362_	LOC101388362_	COQ8A_	COQ8A_	COQ8A_	COQ8A_	COQ8A_	COQ8A_
LOC101388618_	LOC101388618_	CDC42BPA_	CDC42BPA_	CDC42BPA_	CDC42BPA_	CDC42BPA_	CDC42BPA_
LOC101389408_	LOC101389408_	AHCTF1_	AHCTF1_	AHCTF1_	AHCTF1_	AHCTF1_	AHCTF1_
LOC101399598_	LOC101399598_	LOC131399541_	LOC106846362_	LOC124248155_	KIF28_	LOC112648157_	KIF28_
LOC101389650_	LOC101389650_	SCCPDH_	SCCPDH_	SCCPDH_	SCCPDH_	SCCPDH_	SCCPDH_
LOC101389923_	LOC101389923_	CNST_	CNST_	CNST_	CNST_	CNST_	CNST_
LOC101390360_	LOC101390360_	TFB2M_	TFB2M_	TFB2M_	TFB2M_	TFB2M_	TFB2M_
LOC101390609_	LOC101390609_	SMYD3_	SMYD3_	SMYD3_	SMYD3_	SMYD3_	SMYD3_
LOC101391019_	LOC101391019_	KIF26B_	KIF26B_	KIF26B_	KIF26B_	KIF26B_	KIF26B_
LOC101400389_	LOC101400389_	FMN2_	FMN2_	FMN2_	FMN2_	FMN2_	LOC614741_
LOC101391525_	LOC101391525_	RGS7_	RGS7_	RGS7_	RGS7_	RGS7_	RGS7_
LOC101391952_	LOC101391952_	FH_	FH_	FH_	FH_	FH_	FH_
LOC101400912_	LOC101400912_	KMO_	KMO_	KMO_	KMO_	KMO_	KMO_
LOC101392208_	LOC101392208_	CHML_	CHML_	CHML_	CHML_	CHML_	CHML_
LOC101392471_	LOC101392471_	WDR64_	WDR64_	WDR64_	WDR64_	WDR64_	WDR64_
